subject	trial	condition	bkgid	numcorrect	rt1	rt2	rt3	rt4
S30552798	20	stable	1	4	1042	591	544	640
S30552798	21	stable	2	3	682	840	655	1272
S30552798	22	unstable	5	4	699	696	800	1120
S30552798	23	unstable	6	4	910	497	831	721
S30552798	24	stable	3	4	841	520	687	1144
S30552798	25	unstable	6	4	991	600	641	887
S30552798	26	unstable	5	4	1841	729	1912	1079
S30552798	27	unstable	4	4	712	544	712	872
S30552798	28	stable	2	4	684	640	536	729
S30552798	29	stable	3	4	963	2713	695	833
S30552798	30	stable	1	4	1099	720	399	640
S30552798	31	unstable	6	4	884	695	680	688
S30552798	32	stable	2	4	629	630	672	768
S30552798	33	stable	3	4	860	1000	591	737
S30552798	34	stable	1	4	996	728	632	488
S30552798	35	unstable	5	2	700	432	715	581
S30552798	36	unstable	4	4	774	787	733	76
S34475848	1	stable	3	1	1510	746	714	649
S34475848	2	stable	2	4	739	1013	1060	463
S34475848	3	unstable	5	1	1638	587	880	778
S34475848	4	stable	1	4	1312	344	788	794
S34475848	5	unstable	4	4	925	1174	634	1676
S34475848	6	unstable	6	4	1334	377	962	609
S34475848	7	stable	1	4	742	1125	1372	458
S34475848	8	unstable	6	3	706	764	448	764
S34475848	9	stable	2	2	718	658	613	825
S34475848	10	unstable	5	4	987	339	481	682
S34475848	11	unstable	4	3	1462	634	836	699
S34475848	12	stable	3	4	687	674	770	538
S34475848	13	stable	2	2	842	723	739	739
S34475848	14	stable	3	2	1481	873	1229	802
S34475848	15	stable	1	2	814	841	418	610
S34475848	16	unstable	4	2	1431	698	1242	1781
S34475848	17	unstable	5	3	1614	559	765	376
S34475848	18	unstable	6	3	1320	450	594	835
S34475848	19	stable	3	3	760	845	816	970
S34475848	20	unstable	5	2	624	680	528	1097
S34475848	21	stable	2	2	3798	724	705	641
S34475848	22	stable	1	4	1485	626	652	699
S34475848	23	unstable	4	3	945	884	700	1178
S34475848	24	unstable	6	3	2324	620	578	314
S34475848	25	stable	1	2	816	714	778	836
S34475848	26	unstable	6	3	1078	453	1354	594
S34475848	27	unstable	4	3	768	352	642	996
S34475848	28	stable	3	2	1311	876	915	873
S34475848	29	stable	2	2	856	722	732	554
S34475848	30	unstable	5	2	684	416	577	920
S34475848	31	stable	3	2	837	707	978	471
S34475848	32	stable	2	2	476	474	1380	1043
S34475848	33	unstable	6	3	815	595	1159	629
S34475848	34	stable	1	2	1370	690	745	786
S34475848	35	unstable	5	3	740	467	850	376
S34475848	36	unstable	4	2	1478	538	842	73
S34567533	1	stable	1	4	778	705	690	681
S34567533	2	stable	2	3	680	650	537	914
S34567533	3	unstable	4	3	496	737	818	930
S34567533	4	unstable	6	2	609	818	810	834
S34567533	5	unstable	5	2	815	994	954	790
S34567533	6	stable	3	4	482	618	818	861
S34567533	7	stable	3	4	637	746	729	846
S34567533	8	unstable	4	3	633	722	633	882
S34567533	9	unstable	6	1	549	954	770	786
S34567533	10	unstable	5	4	531	1170	994	1191
S34567533	11	stable	2	4	514	713	798	762
S34567533	12	stable	1	3	838	802	629	529
S34567533	13	unstable	4	3	498	834	742	874
S34567533	14	stable	2	3	674	838	746	649
S34567533	15	unstable	6	3	503	846	858	834
S34567533	16	stable	3	3	559	693	682	625
S34567533	17	unstable	5	3	644	962	545	842
S34567533	18	stable	1	4	563	810	842	738
S34567533	19	stable	3	2	902	738	777	562
S34567533	20	unstable	5	3	394	1411	688	629
S34567533	21	unstable	4	3	545	818	974	801
S34567533	22	stable	2	3	871	698	807	905
S34567533	23	unstable	6	2	1225	728	867	746
S34567533	24	stable	1	2	635	785	794	698
S34567533	25	unstable	5	2	646	511	914	1299
S34567533	26	stable	1	1	1344	715	968	799
S34567533	27	unstable	6	2	980	665	782	764
S34567533	28	stable	2	2	461	633	760	775
S34567533	29	stable	3	3	640	1083	453	754
S34567533	30	unstable	4	3	1840	1311	577	740
S34567533	31	stable	3	2	1125	457	778	728
S34567533	32	stable	2	2	838	487	795	805
S34567533	33	unstable	6	3	1265	706	805	690
S34567533	34	unstable	5	3	488	481	710	793
S34567533	35	unstable	4	3	498	522	823	551
S34567533	36	stable	1	3	661	713	727	76
S3599890	1	stable	2	4	1000	630	877	700
S3599890	2	unstable	6	3	1054	528	560	676
S3599890	3	stable	3	4	1579	693	1226	879
S3599890	4	unstable	5	3	1171	801	2286	864
S3599890	5	stable	1	2	1477	614	730	738
S3599890	6	unstable	4	4	1182	1050	684	784
S3599890	7	stable	1	2	1360	878	1136	459
S3599890	8	unstable	6	4	1657	948	770	714
S3599890	9	unstable	4	4	1557	763	662	767
S3599890	10	stable	2	4	1359	621	522	690
S3599890	11	stable	3	3	1447	1220	1276	700
S3599890	12	unstable	5	3	1442	684	708	716
S3599890	13	unstable	4	3	1046	682	1314	2249
S3599890	14	unstable	5	3	1051	552	832	660
S3599890	15	stable	2	3	960	583	809	1173
S3599890	16	unstable	6	4	1162	840	770	779
S3599890	17	stable	3	2	1079	1075	576	738
S3599890	18	stable	1	3	947	1845	993	862
S3599890	19	unstable	6	4	1171	725	965	543
S3599890	20	unstable	5	4	1307	824	870	1111
S3599890	21	stable	1	3	1339	1018	1594	850
S3599890	22	stable	2	4	1494	1370	713	747
S3599890	23	stable	3	3	981	738	613	584
S3599890	24	unstable	4	4	1219	777	614	856
S3599890	25	stable	3	3	1370	653	520	513
S3599890	26	unstable	5	3	1670	1537	909	505
S3599890	27	unstable	4	3	1464	745	819	886
S3599890	28	unstable	6	3	1526	831	2628	1010
S3599890	29	stable	1	3	1286	709	465	733
S3599890	30	stable	2	4	1159	544	778	816
S3599890	31	stable	3	4	1567	706	716	646
S3599890	32	stable	1	3	1136	762	599	801
S3599890	33	unstable	5	4	1189	879	1003	753
S3599890	34	stable	2	3	921	1508	514	784
S3599890	35	unstable	6	3	1154	808	778	497
S3599890	36	unstable	4	2	1874	841	1017	74
S38392608	1	stable	1	4	897	1009	1788	796
S38392608	2	stable	2	4	640	1609	715	798
S38392608	3	unstable	6	4	932	807	1193	845
S38392608	4	unstable	4	4	979	526	1766	653
S38392608	5	unstable	5	3	1198	1433	980	678
S38392608	6	stable	3	3	1564	456	682	661
S38392608	7	unstable	6	4	897	584	1964	877
S38392608	8	stable	1	3	1521	562	1749	616
S38392608	9	unstable	5	4	760	772	648	455
S38392608	10	stable	3	4	683	416	1271	1188
S38392608	11	stable	2	4	1321	561	1629	1542
S38392608	12	unstable	4	4	1333	865	523	667
S38392608	13	unstable	6	3	1620	409	966	834
S38392608	14	unstable	4	4	1606	686	813	695
S38392608	15	unstable	5	4	1027	691	388	592
S38392608	16	stable	1	3	1168	901	614	500
S38392608	17	stable	3	4	1730	826	721	1562
S38392608	18	stable	2	4	838	653	1379	753
S38392608	19	unstable	5	4	1140	500	651	604
S38392608	20	stable	3	4	932	705	890	424
S38392608	21	unstable	6	4	1488	526	581	746
S38392608	22	unstable	4	2	756	536	671	1399
S38392608	23	stable	2	4	1061	756	471	1836
S38392608	24	stable	1	4	1031	1310	2157	1011
S38392608	25	unstable	5	3	836	426	503	787
S38392608	26	stable	1	4	781	724	465	564
S38392608	27	stable	2	3	965	528	1187	702
S38392608	28	stable	3	4	759	456	1172	486
S38392608	29	unstable	6	4	888	632	510	584
S38392608	30	unstable	4	4	912	735	721	987
S38392608	31	stable	1	4	827	789	645	1678
S38392608	32	unstable	4	4	799	898	697	1040
S38392608	33	stable	3	4	1035	1410	643	1312
S38392608	34	unstable	6	4	818	1302	1145	673
S38392608	35	unstable	5	4	776	1003	567	868
S38392608	36	stable	2	3	869	511	395	107
S40010016	1	stable	3	4	1265	423	786	941
S40010016	2	stable	1	4	986	642	723	699
S40010016	3	unstable	5	4	735	599	828	700
S40010016	4	stable	2	4	760	529	676	598
S40010016	5	unstable	4	4	946	566	881	559
S40010016	6	unstable	6	4	975	1318	543	751
S40010016	7	stable	2	4	982	1002	661	921
S40010016	8	unstable	6	4	868	743	596	630
S40010016	9	stable	3	4	728	603	609	938
S40010016	10	stable	1	4	847	493	794	812
S40010016	11	unstable	4	4	868	442	490	696
S40010016	12	unstable	5	3	757	465	1260	1904
S40010016	13	unstable	5	4	690	544	703	742
S40010016	14	stable	2	4	669	668	787	603
S40010016	15	unstable	6	4	923	803	499	674
S40010016	16	stable	1	4	866	466	496	710
S40010016	17	unstable	4	4	973	689	457	677
S40010016	18	stable	3	4	793	1284	443	771
S40010016	19	stable	1	4	863	336	610	331
S40010016	20	stable	3	4	867	467	395	438
S40010016	21	unstable	5	4	765	610	515	691
S40010016	22	stable	2	4	552	468	794	667
S40010016	23	unstable	4	4	781	585	544	716
S40010016	24	unstable	6	4	1144	404	383	826
S40010016	25	stable	3	4	729	318	343	608
S40010016	26	stable	2	4	876	551	701	311
S40010016	27	unstable	4	3	1457	324	704	876
S40010016	28	stable	1	1	545	518	638	710
S40010016	29	unstable	5	3	514	594	1308	561
S40010016	30	unstable	6	4	770	559	477	588
S40010016	31	unstable	4	3	828	856	376	751
S40010016	32	unstable	5	4	662	627	879	1129
S40010016	33	unstable	6	4	810	615	602	451
S40010016	34	stable	3	4	1052	1550	720	447
S40010016	35	stable	2	3	549	413	872	742
S40010016	36	stable	1	4	653	755	500	64
S44403277	1	stable	1	4	864	868	758	578
S44403277	2	unstable	4	4	674	899	847	802
S44403277	3	unstable	6	2	7601	470	665	617
S44403277	4	unstable	5	4	617	440	674	735
S44403277	5	stable	2	2	588	680	633	786
S44403277	6	stable	3	2	628	537	496	641
S44403277	7	unstable	5	2	631	521	504	520
S44403277	8	stable	1	4	562	1104	561	408
S44403277	9	stable	3	1	6536	555	823	658
S44403277	10	unstable	4	4	748	664	578	591
S44403277	11	unstable	6	2	597	656	938	624
S44403277	12	stable	2	2	770	561	642	696
S44403277	13	stable	2	3	615	562	705	624
S44403277	14	unstable	5	2	1956	497	440	706
S44403277	15	unstable	4	2	610	1057	571	800
S44403277	16	stable	1	3	6843	705	1180	695
S44403277	17	unstable	6	1	581	587	481	616
S44403277	18	stable	3	2	814	536	545	721
S44403277	19	unstable	6	2	839	775	483	672
S44403277	20	stable	1	2	1591	694	649	777
S44403277	21	stable	2	3	912	639	1242	688
S44403277	22	stable	3	3	1453	521	657	496
S44403277	23	unstable	4	2	1096	768	535	595
S44403277	24	unstable	5	3	565	497	824	759
S44403277	25	stable	2	4	634	793	777	857
S44403277	26	stable	1	4	538	552	656	721
S44403277	27	stable	3	2	663	563	824	722
S44403277	28	unstable	6	4	582	841	675	711
S44403277	29	unstable	5	4	659	882	866	672
S44403277	30	unstable	4	3	469	1032	706	536
S44403277	31	stable	3	2	849	631	489	618
S44403277	32	unstable	4	3	570	570	687	568
S44403277	33	unstable	6	3	643	593	761	456
S44403277	34	unstable	5	3	8732	513	601	594
S44403277	35	stable	2	2	741	438	689	586
S44403277	36	stable	1	2	696	599	455	50
S47482608	1	stable	1	4	1267	776	591	728
S47482608	2	stable	3	3	1274	704	1401	671
S47482608	3	unstable	6	3	1535	1339	877	936
S47482608	4	stable	2	3	2263	1120	703	625
S47482608	5	unstable	4	4	1813	736	655	899
S47482608	6	unstable	5	3	926	919	1729	911
S47482608	7	unstable	6	4	830	680	800	1704
S47482608	8	stable	3	4	1560	751	569	864
S47482608	9	unstable	4	1	3013	882	614	808
S47482608	10	stable	2	4	2138	727	912	992
S47482608	11	stable	1	4	1597	1544	808	871
S47482608	12	unstable	5	2	1342	1271	1936	936
S47482608	13	unstable	6	3	1252	1896	1281	1151
S47482608	14	stable	1	3	4241	1265	1751	1112
S47482608	15	unstable	4	4	2527	1137	1039	1513
S47482608	16	stable	3	4	1446	616	1177	1135
S47482608	17	unstable	5	2	1282	1078	1369	1081
S47482608	18	stable	2	3	1514	1344	720	824
S47482608	19	unstable	6	2	1115	960	1208	1152
S47482608	20	stable	2	4	925	553	680	584
S47482608	21	stable	1	3	1892	736	736	576
S47482608	22	unstable	5	4	1347	1536	600	823
S47482608	23	stable	3	4	1461	792	872	568
S47482608	24	unstable	4	3	1637	889	1047	1057
S47482608	25	unstable	6	2	963	792	920	705
S47482608	26	unstable	4	4	1996	1287	1041	631
S47482608	27	unstable	5	2	910	839	1465	1160
S47482608	28	stable	3	2	1759	1057	974	937
S47482608	29	stable	1	2	1991	1560	2056	1248
S47482608	30	stable	2	3	1315	1833	1976	2671
S47482608	31	unstable	6	2	1848	920	1496	1272
S47482608	32	unstable	5	3	998	1008	991	929
S47482608	33	stable	1	3	1265	888	864	1087
S47482608	34	stable	2	2	786	1007	991	1201
S47482608	35	unstable	4	4	683	938	767	903
S47482608	36	stable	3	2	1344	1007	1833	73
S48128241	1	unstable	6	4	949	636	673	723
S48128241	2	unstable	4	4	605	383	1311	658
S48128241	3	stable	1	4	583	427	575	670
S48128241	4	unstable	5	4	670	1255	727	642
S48128241	5	stable	3	4	717	359	592	750
S48128241	6	stable	2	4	744	504	649	720
S48128241	7	stable	2	3	1124	361	499	1054
S48128241	8	unstable	6	4	1079	550	649	772
S48128241	9	stable	3	2	1331	2869	1483	803
S48128241	10	unstable	5	4	1016	623	1891	697
S48128241	11	stable	1	3	564	617	762	633
S48128241	12	unstable	4	4	1088	495	435	572
S48128241	13	unstable	4	4	926	1767	603	499
S48128241	14	unstable	5	3	710	413	378	700
S48128241	15	stable	1	4	763	554	577	843
S48128241	16	stable	3	3	1060	420	1374	564
S48128241	17	unstable	6	4	690	612	424	510
S48128241	18	stable	2	4	846	588	547	486
S48128241	19	unstable	4	4	906	540	414	432
S48128241	20	unstable	6	2	665	298	677	735
S48128241	21	unstable	5	4	689	460	748	412
S48128241	22	stable	1	4	678	485	544	662
S48128241	23	stable	2	3	987	487	542	420
S48128241	24	stable	3	3	870	626	1340	986
S48128241	25	unstable	6	4	803	596	1430	571
S48128241	26	stable	2	4	909	413	621	694
S48128241	27	unstable	4	3	609	370	372	554
S48128241	28	unstable	5	4	1032	1140	1271	712
S48128241	29	stable	1	2	816	465	574	880
S48128241	30	stable	3	4	894	713	582	543
S48128241	31	stable	1	4	709	568	632	499
S48128241	32	stable	2	4	840	525	552	529
S48128241	33	stable	3	4	759	1485	614	724
S48128241	34	unstable	5	4	875	695	451	485
S48128241	35	unstable	4	3	1058	386	474	933
S48128241	36	unstable	6	4	885	1017	328	134
S48322193	1	stable	1	4	941	879	944	1016
S48322193	2	stable	2	4	1571	897	576	1168
S48322193	3	unstable	6	4	1862	672	1839	1440
S48322193	4	unstable	4	4	1524	921	1120	1400
S48322193	5	unstable	5	3	1565	943	841	1561
S48322193	6	stable	3	3	1110	656	929	671
S48322193	7	unstable	4	4	1558	1031	1248	937
S48322193	8	stable	2	3	1155	673	759	1457
S48322193	9	stable	3	4	1108	865	526	1137
S48322193	10	stable	1	4	1894	1000	999	737
S48322193	11	unstable	5	4	1357	2151	1320	936
S48322193	12	unstable	6	3	1637	864	1168	1232
S48322193	13	unstable	5	4	1039	928	855	1368
S48322193	14	stable	1	4	865	944	1216	1248
S48322193	15	unstable	4	3	1095	1024	928	1592
S48322193	16	unstable	6	3	1493	991	880	1561
S48322193	17	stable	2	4	1383	744	784	1256
S48322193	18	stable	3	4	1459	568	863	1360
S48322193	19	stable	1	4	1317	953	1103	1105
S48322193	20	unstable	6	2	1612	1232	1607	1281
S48322193	21	unstable	5	2	1986	832	1032	1792
S48322193	22	stable	2	4	1834	919	986	2152
S48322193	23	stable	3	4	1152	1264	1089	2511
S48322193	24	unstable	4	3	1356	1087	825	816
S48322193	25	unstable	6	4	2582	688	1368	896
S48322193	26	unstable	5	3	1307	672	1024	1696
S48322193	27	stable	2	3	1473	1023	864	704
S48322193	28	stable	1	4	904	1224	912	912
S48322193	29	stable	3	4	1320	864	1327	1769
S48322193	30	unstable	4	4	1686	1151	593	1231
S48322193	31	stable	1	3	2284	944	2049	895
S48322193	32	stable	2	4	781	1207	809	839
S48322193	33	unstable	4	4	1524	1097	848	16176
S48322193	34	unstable	6	4	1355	2440	7095	1009
S48322193	35	stable	3	4	1601	951	912	1248
S48322193	36	unstable	5	3	728	1056	1216	148
S50834045	1	unstable	6	4	742	633	703	700
S50834045	2	unstable	5	3	966	454	333	472
S50834045	3	stable	1	3	874	333	335	350
S50834045	4	stable	2	4	1202	428	521	337
S50834045	5	unstable	4	3	916	1320	424	677
S50834045	6	stable	3	4	1091	768	513	714
S50834045	7	unstable	6	3	1316	421	764	796
S50834045	8	unstable	4	4	617	654	494	333
S50834045	9	stable	2	4	1136	564	660	681
S50834045	10	unstable	5	4	843	412	591	591
S50834045	11	stable	3	4	754	362	826	424
S50834045	12	stable	1	3	685	968	757	601
S50834045	13	unstable	5	4	648	558	712	421
S50834045	14	unstable	6	4	660	546	817	744
S50834045	15	stable	3	4	815	653	690	578
S50834045	16	unstable	4	4	937	651	745	611
S50834045	17	stable	2	4	749	350	600	694
S50834045	18	stable	1	3	919	704	437	567
S50834045	19	stable	3	4	658	557	468	393
S50834045	20	unstable	4	4	1263	552	525	948
S50834045	21	stable	1	2	736	1029	446	531
S50834045	22	unstable	5	1	841	595	527	1110
S50834045	23	unstable	6	2	793	861	553	595
S50834045	24	stable	2	4	759	350	577	737
S50834045	25	unstable	4	3	541	611	517	833
S50834045	26	stable	3	4	786	713	904	551
S50834045	27	unstable	5	3	744	641	725	441
S50834045	28	unstable	6	4	1104	821	397	495
S50834045	29	stable	2	4	683	964	460	550
S50834045	30	stable	1	2	1086	548	552	426
S50834045	31	stable	3	3	841	399	728	513
S50834045	32	unstable	5	4	1138	619	527	557
S50834045	33	unstable	6	4	1233	579	619	664
S50834045	34	stable	2	4	751	368	380	647
S50834045	35	unstable	4	3	773	505	365	600
S50834045	36	stable	1	3	786	445	774	27
S52724119	1	unstable	5	3	3534	1102	523	715
S52724119	2	unstable	4	3	683	706	588	616
S52724119	3	stable	2	2	188	499	552	728
S52724119	4	stable	1	2	15365	936	760	778
S52724119	5	stable	3	2	5209	436	1064	1385
S52724119	6	unstable	6	3	4449	597	656	869
S52724119	7	unstable	6	3	3971	676	537	701
S52724119	8	stable	2	2	1538	674	1720	493
S52724119	9	unstable	5	2	3355	801	978	880
S52724119	10	unstable	4	2	1347	687	910	500
S52724119	11	stable	3	2	2833	730	668	758
S52724119	12	stable	1	2	132	1347	523	802
S52724119	13	stable	1	3	14239	1145	444	2506
S52724119	14	unstable	5	1	4709	461	460	839
S52724119	15	stable	2	2	5573	439	665	447
S52724119	16	unstable	4	2	493	539	588	727
S52724119	17	stable	3	3	149	779	758	951
S52724119	18	unstable	6	2	511	1493	628	933
S52724119	19	unstable	4	2	8432	648	3287	656
S52724119	20	unstable	5	0	249	999	1016	621
S52724119	21	stable	1	3	993	399	780	600
S52724119	22	unstable	6	3	3411	581	1374	873
S52724119	23	stable	2	3	10901	817	628	883
S52724119	24	stable	3	3	41032	450	698	560
S52724119	25	unstable	5	3	2701	766	369	875
S52724119	26	unstable	4	2	176	916	716	1469
S52724119	27	stable	3	2	71	1244	520	547
S52724119	28	stable	2	2	408	1613	495	629
S52724119	29	unstable	6	3	236	1402	843	869
S52724119	30	stable	1	2	144	779	655	623
S52724119	31	stable	1	1	2436	480	623	763
S52724119	32	unstable	6	1	1286	968	755	790
S52724119	33	unstable	4	3	345	871	821	1545
S52724119	34	stable	3	2	1512	620	459	712
S52724119	35	stable	2	2	2114	878	663	1314
S52724119	36	unstable	5	2	1193	790	587	104
S58353665	1	unstable	6	3	3489	1042	834	354
S58353665	2	stable	3	3	1180	502	811	1293
S58353665	3	unstable	4	3	1040	655	723	588
S58353665	4	stable	2	4	800	721	751	419
S58353665	5	stable	1	4	1080	760	1454	980
S58353665	6	unstable	5	4	993	488	866	473
S58353665	7	unstable	4	3	744	688	529	859
S58353665	8	unstable	5	3	1085	915	899	675
S58353665	9	stable	3	4	954	599	1270	1167
S58353665	10	unstable	6	3	1268	474	1122	684
S58353665	11	stable	1	4	896	720	536	859
S58353665	12	stable	2	3	983	435	1552	2838
S58353665	13	unstable	6	3	959	452	968	747
S58353665	14	stable	3	3	1102	430	1309	699
S58353665	15	unstable	5	3	1154	421	866	535
S58353665	16	stable	1	3	1205	506	820	768
S58353665	17	stable	2	3	1028	450	897	804
S58353665	18	unstable	4	3	1154	607	1256	1694
S58353665	19	stable	1	3	843	711	633	659
S58353665	20	unstable	6	2	598	1248	396	1374
S58353665	21	unstable	4	2	1187	459	774	1833
S58353665	22	unstable	5	3	1085	610	673	975
S58353665	23	stable	3	4	833	785	836	339
S58353665	24	stable	2	4	1007	427	1593	922
S58353665	25	stable	3	2	1205	707	763	497
S58353665	26	unstable	4	3	988	853	1347	1221
S58353665	27	unstable	6	3	583	698	533	704
S58353665	28	stable	1	4	848	426	676	687
S58353665	29	stable	2	3	594	543	618	766
S58353665	30	unstable	5	3	1168	602	553	476
S58353665	31	stable	1	3	886	457	402	571
S58353665	32	unstable	6	2	669	519	560	596
S58353665	33	stable	3	2	815	455	478	588
S58353665	34	stable	2	3	871	771	767	644
S58353665	35	unstable	5	3	881	674	752	542
S58353665	36	unstable	4	3	930	698	464	75
S58670962	1	unstable	6	4	1111	779	783	1152
S58670962	2	stable	3	4	645	709	856	822
S58670962	3	unstable	5	4	810	623	709	857
S58670962	4	unstable	4	4	866	991	918	930
S58670962	5	stable	2	4	795	797	721	832
S58670962	6	stable	1	4	989	807	808	698
S58670962	7	stable	3	4	728	722	722	809
S58670962	8	unstable	5	1	931	2901	771	1690
S58670962	9	unstable	6	2	1625	1114	722	846
S58670962	10	unstable	4	4	961	698	660	674
S58670962	11	stable	2	4	1054	735	809	869
S58670962	12	stable	1	4	1638	712	1176	685
S58670962	13	stable	1	4	1167	820	612	929
S58670962	14	unstable	6	4	796	711	796	796
S58670962	15	stable	2	4	1031	845	588	539
S58670962	16	unstable	5	4	993	844	1127	636
S58670962	17	stable	3	4	1033	734	845	1004
S58670962	18	unstable	4	2	1467	735	783	797
S58670962	19	stable	3	2	779	808	538	697
S58670962	20	stable	1	3	999	808	564	783
S58670962	21	stable	2	4	1255	834	1530	1482
S58670962	22	unstable	4	4	1118	833	869	747
S58670962	23	unstable	6	4	1492	733	932	721
S58670962	24	unstable	5	4	1019	637	759	797
S58670962	25	unstable	5	4	821	770	761	857
S58670962	26	unstable	6	1	799	8424	784	1139
S58670962	27	stable	1	4	614	1153	806	832
S58670962	28	stable	3	4	834	808	821	709
S58670962	29	stable	2	4	797	662	783	784
S58670962	30	unstable	4	3	589	600	736	1580
S58670962	31	unstable	5	4	1185	698	1115	735
S58670962	32	stable	2	3	1324	797	1052	871
S58670962	33	unstable	4	2	622	1470	907	699
S58670962	34	stable	3	4	1100	674	662	771
S58670962	35	stable	1	3	759	833	721	504
S58670962	36	unstable	6	4	987	993	906	58
S64587298	1	stable	1	2	2908	5038	1743	1449
S64587298	2	unstable	5	3	4960	1338	1038	1360
S64587298	3	stable	3	3	6327	1056	1329	1261
S64587298	4	unstable	6	4	2706	1303	1076	1698
S64587298	5	stable	2	3	2029	1065	1397	1290
S64587298	6	unstable	4	3	1251	1421	1102	1552
S64587298	7	stable	2	4	2022	1066	1431	1207
S64587298	8	stable	1	3	1904	800	1128	1328
S64587298	9	unstable	5	2	2106	997	1399	983
S64587298	10	unstable	4	2	2029	1190	952	897
S64587298	11	stable	3	3	1872	1153	1103	1082
S64587298	12	unstable	6	4	2198	1241	1274	1001
S64587298	13	unstable	4	3	1395	974	2024	1872
S64587298	14	unstable	5	3	2091	1083	1238	1295
S64587298	15	stable	3	3	1103	993	1163	1187
S64587298	16	unstable	6	3	927	2075	1266	1154
S64587298	17	stable	2	3	958	1172	1053	1825
S64587298	18	stable	1	2	1029	3436	2401	1207
S64587298	19	unstable	5	3	2252	1221	932	1335
S64587298	20	unstable	6	4	1770	1095	959	1233
S64587298	21	unstable	4	3	1386	945	996	1506
S64587298	22	stable	1	4	1659	975	894	1569
S64587298	23	stable	2	3	1580	929	1424	1156
S64587298	24	stable	3	3	1337	993	2144	1279
S64587298	25	unstable	5	3	1134	1389	2109	576
S64587298	26	unstable	6	3	1309	1321	1462	1353
S64587298	27	stable	3	4	1069	1528	2096	1032
S64587298	28	unstable	4	3	1143	1391	1104	1072
S64587298	29	stable	1	3	2095	1228	1277	1351
S64587298	30	stable	2	4	1233	1097	1150	1240
S64587298	31	stable	3	4	1261	943	976	1279
S64587298	32	stable	1	4	1337	1151	910	872
S64587298	33	stable	2	4	1680	1116	699	9571
S64587298	34	unstable	6	3	1759	1290	1062	1992
S64587298	35	unstable	5	2	2338	1497	1287	1066
S64587298	36	unstable	4	4	1817	1106	1526	149
S65686326	1	stable	1	3	1085	648	648	911
S65686326	2	unstable	4	4	1271	678	641	608
S65686326	3	stable	2	4	845	505	512	702
S65686326	4	stable	3	3	1609	791	504	712
S65686326	5	unstable	5	4	1620	832	744	600
S65686326	6	unstable	6	4	2132	759	528	744
S65686326	7	stable	1	3	575	865	623	743
S65686326	8	unstable	6	4	628	472	888	488
S65686326	9	stable	2	4	1502	503	817	631
S65686326	10	unstable	5	4	777	561	615	1104
S65686326	11	stable	3	4	1667	720	921	695
S65686326	12	unstable	4	3	1486	696	1168	544
S65686326	13	unstable	6	3	862	679	617	638
