subject	trial	condition	bkgid	numcorrect	rt1	rt2	rt3	rt4
S36719880	9	unstable	5	4	817	450	744	984
S36719880	10	unstable	6	4	1010	658	476	540
S36719880	11	stable	3	4	1024	1360	375	587
S36719880	12	stable	1	3	1817	502	908	516
S36719880	13	stable	2	3	690	582	751	624
S36719880	14	stable	1	2	936	699	622	494
S36719880	15	unstable	5	4	849	515	2067	985
S36719880	16	unstable	4	4	1139	785	503	545
S36719880	17	unstable	6	4	1066	489	573	704
S36719880	18	stable	3	4	951	660	622	784
S36719880	19	unstable	5	3	1352	315	718	547
S36719880	20	unstable	6	4	1005	578	420	564
S36719880	21	stable	1	4	1309	1534	734	439
S36719880	22	stable	2	4	966	497	552	695
S36719880	23	stable	3	4	1048	398	545	665
S36719880	24	unstable	4	3	849	464	596	712
S36719880	25	unstable	6	2	736	2322	1796	538
S36719880	26	stable	1	4	923	640	502	900
S36719880	27	unstable	4	3	1125	814	584	480
S36719880	28	stable	3	4	1064	392	693	666
S36719880	29	stable	2	4	1313	503	708	636
S36719880	30	unstable	5	3	1235	546	726	534
S36719880	31	stable	3	2	1056	428	539	1302
S36719880	32	unstable	6	2	1082	606	675	791
S36719880	33	unstable	4	4	1236	614	388	841
S36719880	34	stable	2	4	1414	592	523	487
S36719880	35	stable	1	4	2412	752	704	975
S36719880	36	unstable	5	3	1943	1000	573	56
S38033396	1	stable	3	4	868	948	768	804
S38033396	2	unstable	4	3	971	1559	565	1836
S38033396	3	unstable	6	3	1144	686	707	960
S38033396	4	stable	2	2	927	803	637	900
S38033396	5	stable	1	4	850	648	780	1716
S38033396	6	unstable	5	3	913	900	829	1186
S38033396	7	unstable	6	3	1830	1198	589	876
S38033396	8	stable	3	4	1020	695	577	827
S38033396	9	unstable	4	3	2088	637	756	936
S38033396	10	stable	1	4	1084	767	648	732
S38033396	11	stable	2	4	1280	648	899	1573
S38033396	12	unstable	5	4	839	588	455	661
S38033396	13	stable	3	2	969	1391	782	911
S38033396	14	stable	1	3	865	840	647	649
S38033396	15	unstable	5	4	890	660	708	672
S38033396	16	unstable	6	3	1099	767	721	695
S38033396	17	stable	2	2	1238	445	732	480
S38033396	18	unstable	4	3	865	756	2531	793
S38033396	19	unstable	4	4	1078	637	611	649
S38033396	20	stable	2	2	964	780	972	878
S38033396	21	unstable	6	4	1145	649	1332	551
S38033396	22	unstable	5	4	2467	1068	659	744
S38033396	23	stable	1	3	996	1680	912	864
S38033396	24	stable	3	4	1164	697	467	853
S38033396	25	stable	3	3	1186	817	768	948
S38033396	26	unstable	4	4	1019	756	575	757
S38033396	27	stable	1	4	947	1224	697	838
S38033396	28	unstable	5	3	2011	432	1020	851
S38033396	29	unstable	6	2	987	744	852	792
S38033396	30	stable	2	4	1217	624	635	671
S38033396	31	stable	2	4	995	541	684	600
S38033396	32	stable	3	4	1157	662	947	827
S38033396	33	unstable	5	2	997	924	1008	625
S38033396	34	unstable	4	2	1058	659	756	707
S38033396	35	stable	1	4	1190	732	802	734
S38033396	36	unstable	6	3	1186	468	1271	70
S38872857	1	unstable	4	2	6067	724	998	2327
S38872857	2	stable	2	1	9943	840	790	748
S38872857	3	unstable	5	3	11168	1733	784	3275
S38872857	4	stable	1	2	46328	776	1183	872
S38872857	5	unstable	6	3	7276	968	752	822
S38872857	6	stable	3	3	6708	895	871	1237
S38872857	7	unstable	6	1	3551	1106	1076	1207
S38872857	8	unstable	4	2	4365	756	857	1296
S38872857	9	stable	1	2	4846	1238	1587	1726
S38872857	10	unstable	5	2	6721	905	982	1514
S38872857	11	stable	3	2	2547	1146	1194	1724
S38872857	12	stable	2	2	3357	865	3682	1007
S38872857	13	stable	3	1	1874	897	1716	784
S38872857	14	stable	1	1	3272	810	1481	849
S38872857	15	unstable	4	1	1778	900	1135	911
S38872857	16	stable	2	2	3603	842	1188	970
S38872857	17	unstable	5	2	6140	1178	1823	745
S38872857	18	unstable	6	3	2829	1028	1180	845
S38872857	19	unstable	6	3	1841	852	1198	1802
S38872857	20	unstable	5	3	4997	681	933	1080
S38872857	21	unstable	4	2	2122	1089	734	1140
S38872857	22	stable	1	1	1938	1281	1268	941
S38872857	23	stable	3	3	1728	805	1923	963
S38872857	24	stable	2	3	1597	998	1187	1254
S38872857	25	stable	3	4	1983	1113	1164	1056
S38872857	26	stable	2	4	2021	743	691	860
S38872857	27	unstable	6	4	2256	932	1024	908
S38872857	28	unstable	5	3	1756	961	838	1114
S38872857	29	unstable	4	1	1924	668	1019	1300
S38872857	30	stable	1	4	2507	947	1072	905
S38872857	31	unstable	4	3	2368	696	889	584
S38872857	32	stable	1	3	1482	726	1308	1081
S38872857	33	stable	3	4	3020	959	845	1409
S38872857	34	stable	2	4	1875	2825	1475	2982
S38872857	35	unstable	5	3	2377	723	2466	1322
S38872857	36	unstable	6	4	1600	787	1041	111
S48216629	1	unstable	4	4	1332	964	740	1230
S48216629	2	stable	1	4	1999	813	749	1184
S48216629	3	stable	3	4	1661	963	983	888
S48216629	4	unstable	5	4	1394	933	852	1103
S48216629	5	unstable	6	4	2143	472	925	956
S48216629	6	stable	2	4	3466	1089	751	978
S48216629	7	unstable	6	4	2067	978	969	559
S48216629	8	unstable	4	4	1672	1627	993	1855
S48216629	9	stable	3	3	1341	573	1069	949
S48216629	10	stable	1	3	1161	944	978	1118
S48216629	11	stable	2	4	1195	878	1594	938
S48216629	12	unstable	5	4	968	675	1254	867
S48216629	13	unstable	5	4	1661	957	730	1198
S48216629	14	stable	2	4	1588	905	1575	1761
S48216629	15	stable	3	4	1361	1183	1357	778
S48216629	16	stable	1	4	803	891	941	815
S48216629	17	unstable	4	4	2316	925	1044	850
S48216629	18	unstable	6	4	1146	1016	1046	1346
S48216629	19	stable	3	4	1290	993	1166	1054
S48216629	20	unstable	6	4	1725	838	4086	797
S48216629	21	stable	2	3	813	940	1715	1579
S48216629	22	unstable	5	4	1803	1138	2017	807
S48216629	23	stable	1	4	1823	980	740	1041
S48216629	24	unstable	4	4	1097	718	1297	847
S48216629	25	stable	2	4	985	1031	824	944
S48216629	26	unstable	5	4	1680	884	844	900
S48216629	27	unstable	4	4	2231	1589	951	853
S48216629	28	unstable	6	4	1238	951	890	866
S48216629	29	stable	1	4	1239	711	971	814
S48216629	30	stable	3	4	1681	1030	1144	812
S48216629	31	stable	2	4	933	664	945	813
S48216629	32	stable	3	4	1363	951	699	1018
S48216629	33	unstable	6	4	1270	851	905	1631
S48216629	34	stable	1	4	1110	1958	1085	890
S48216629	35	unstable	5	4	676	820	786	938
S48216629	36	unstable	4	4	1187	966	965	86
S52257075	1	stable	3	4	1697	831	728	569
S52257075	2	unstable	6	3	1428	977	1015	752
S52257075	3	unstable	5	3	1400	1000	561	953
S52257075	4	stable	2	3	1588	761	960	515
S52257075	5	unstable	4	3	1287	1116	930	984
S52257075	6	stable	1	4	1289	952	835	1025
S52257075	7	stable	3	4	1300	1476	836	946
S52257075	8	unstable	6	4	1985	859	766	937
S52257075	9	unstable	5	2	1798	960	983	697
S52257075	10	stable	1	2	1800	766	868	735
S52257075	11	unstable	4	4	3216	876	1000	938
S52257075	12	stable	2	4	967	860	812	790
S52257075	13	stable	3	4	1488	562	1171	796
S52257075	14	unstable	5	4	1659	521	1657	1085
S52257075	15	stable	1	2	1782	893	803	899
S52257075	16	unstable	6	3	2026	639	1048	444
S52257075	17	unstable	4	2	1223	1032	767	781
S52257075	18	stable	2	4	1548	1062	720	758
S52257075	19	stable	1	3	1666	929	1103	954
S52257075	20	stable	3	2	1447	899	1015	775
S52257075	21	unstable	6	3	1432	992	1259	849
S52257075	22	stable	2	4	1626	741	765	814
S52257075	23	unstable	5	4	1987	906	709	1102
S52257075	24	unstable	4	3	1249	1000	626	1812
S52257075	25	stable	1	2	1244	1320	1100	1187
S52257075	26	stable	2	2	1822	876	1436	782
S52257075	27	unstable	5	3	1323	836	882	844
S52257075	28	unstable	4	4	1537	881	915	929
S52257075	29	unstable	6	3	871	1165	986	849
S52257075	30	stable	3	4	1091	890	742	1008
S52257075	31	stable	3	3	966	1047	977	858
S52257075	32	unstable	5	3	1139	992	814	624
S52257075	33	stable	2	4	1471	742	742	1664
S52257075	34	stable	1	4	945	1578	960	1102
S52257075	35	unstable	6	4	685	1164	886	686
S52257075	36	unstable	4	4	1512	884	913	91
S60132600	1	unstable	6	4	988	487	846	1117
S60132600	2	stable	3	4	923	817	1089	938
S60132600	3	stable	2	1	1224	751	1580	1099
S60132600	4	unstable	4	2	1262	827	950	1065
S60132600	5	unstable	5	4	1456	600	1405	905
S60132600	6	stable	1	4	2287	1139	750	856
S60132600	7	stable	3	3	1393	1239	748	931
S60132600	8	stable	1	3	1557	1042	1000	1137
S60132600	9	unstable	6	4	1365	795	889	1007
S60132600	10	unstable	5	4	1407	902	996	712
S60132600	11	stable	2	3	1210	1756	1015	1282
S60132600	12	unstable	4	4	1188	732	598	926
S60132600	13	stable	2	3	958	1286	644	886
S60132600	14	unstable	6	3	2005	797	1177	934
S60132600	15	stable	1	4	1607	864	858	1016
S60132600	16	unstable	4	3	1088	839	837	823
S60132600	17	unstable	5	4	1517	1154	777	489
S60132600	18	stable	3	4	806	1118	747	959
S60132600	19	stable	3	4	972	688	893	837
S60132600	20	unstable	4	2	718	596	861	858
S60132600	21	stable	2	3	988	676	922	893
S60132600	22	unstable	6	3	1004	1217	959	1157
S60132600	23	unstable	5	2	893	874	1088	879
S60132600	24	stable	1	3	573	966	1084	869
S60132600	25	unstable	4	3	2080	856	1271	1424
S60132600	26	unstable	6	4	782	771	867	838
S60132600	27	stable	3	3	498	1104	1523	788
S60132600	28	stable	1	4	1037	620	486	682
S60132600	29	stable	2	3	758	772	988	692
S60132600	30	unstable	5	3	1018	814	688	700
S60132600	31	stable	2	3	1001	973	1103	666
S60132600	32	stable	1	4	866	649	708	960
S60132600	33	stable	3	4	887	608	925	818
S60132600	34	unstable	4	3	710	828	1007	591
S60132600	35	unstable	5	3	1317	658	1270	1968
S60132600	36	unstable	6	4	694	818	1137	81
S64195260	1	unstable	5	3	1861	766	867	1269
S64195260	2	unstable	4	4	1336	757	1015	938
S64195260	3	unstable	6	4	1505	819	612	1106
S64195260	4	stable	3	4	2404	989	938	634
S64195260	5	stable	1	4	1265	920	844	921
S64195260	6	stable	2	4	1526	742	960	759
S64195260	7	unstable	5	4	2632	1108	704	1014
S64195260	8	stable	3	4	1180	1052	796	736
S64195260	9	stable	1	4	1294	1020	868	658
S64195260	10	unstable	6	4	1257	804	1044	643
S64195260	11	unstable	4	4	1441	1128	1362	744
S64195260	12	stable	2	4	1241	1260	736	1174
S64195260	13	stable	1	4	1179	1076	883	1019
S64195260	14	unstable	5	4	756	611	844	1013
S64195260	15	unstable	6	4	1108	750	1052	815
S64195260	16	unstable	4	3	2022	860	1159	1014
S64195260	17	stable	2	4	1221	1176	634	1114
S64195260	18	stable	3	4	1545	1036	1030	889
S64195260	19	stable	2	4	1592	742	851	681
S64195260	20	unstable	5	4	3069	1245	1112	1038
S64195260	21	unstable	6	4	757	678	976	944
S64195260	22	unstable	4	4	1296	913	1477	790
S64195260	23	stable	3	4	1742	1144	1029	1060
S64195260	24	stable	1	4	2831	1206	821	642
S64195260	25	unstable	6	4	1895	510	533	990
S64195260	26	unstable	4	4	2119	619	689	728
S64195260	27	stable	1	4	1906	737	973	1308
S64195260	28	stable	3	4	1595	760	1045	974
S64195260	29	stable	2	4	1219	733	690	1028
S64195260	30	unstable	5	4	3649	796	1131	895
S64195260	31	stable	2	4	1806	968	865	580
S64195260	32	unstable	4	4	1631	1323	930	713
S64195260	33	stable	3	4	1264	1052	1081	1145
S64195260	34	unstable	5	4	1553	850	1170	804
S64195260	35	unstable	6	4	1789	688	1618	1576
S64195260	36	stable	1	4	2425	1214	1206	92
S64969625	1	stable	1	2	604	775	577	646
S64969625	2	stable	2	3	1432	503	611	849
S64969625	3	unstable	5	2	1119	458	735	775
S64969625	4	stable	3	3	2141	821	655	581
S64969625	5	unstable	4	2	1197	733	620	486
S64969625	6	unstable	6	3	677	633	943	827
S64969625	7	unstable	5	3	1565	706	547	943
S64969625	8	unstable	6	3	848	999	901	698
S64969625	9	stable	3	3	584	703	1598	454
S64969625	10	unstable	4	3	1065	756	672	2044
S64969625	11	stable	1	3	539	692	870	830
S64969625	12	stable	2	3	942	774	1007	731
S64969625	13	stable	3	3	704	648	827	700
S64969625	14	unstable	4	4	1050	913	736	1909
S64969625	15	unstable	5	4	1110	562	858	582
S64969625	16	stable	2	3	762	450	698	364
S64969625	17	stable	1	3	1463	2110	542	1157
S64969625	18	unstable	6	3	698	376	556	358
S64969625	19	stable	3	2	1728	349	1043	945
S64969625	20	unstable	4	3	612	537	695	964
S64969625	21	stable	1	2	634	873	3452	667
S64969625	22	unstable	5	3	852	357	677	447
S64969625	23	stable	2	3	1334	716	741	746
S64969625	24	unstable	6	3	440	565	1381	1395
S64969625	25	unstable	5	3	467	1424	1106	822
S64969625	26	stable	1	3	617	1030	822	836
S64969625	27	unstable	6	4	919	559	579	792
S64969625	28	stable	2	2	1625	1009	712	964
S64969625	29	unstable	4	4	704	640	1563	726
S64969625	30	stable	3	3	805	488	663	601
S64969625	31	stable	2	2	564	688	491	528
S64969625	32	unstable	5	2	601	1004	1000	591
S64969625	33	unstable	6	3	506	628	920	589
S64969625	34	stable	1	3	812	470	1070	582
S64969625	35	stable	3	2	573	967	653	814
S64969625	36	unstable	4	3	869	499	696	112
S68666646	1	unstable	4	3	1321	1226	1424	1385
S68666646	2	unstable	6	4	1862	2739	1661	1752
S68666646	3	unstable	5	4	2431	1236	1761	1484
S68666646	4	stable	2	4	1903	1415	1444	1404
S68666646	5	stable	3	4	1880	3362	1751	1246
S68666646	6	stable	1	4	2768	1494	1643	1494
S68666646	7	unstable	4	4	2564	1328	1343	1484
S68666646	8	unstable	6	4	3422	1434	1383	1780
S68666646	9	stable	3	4	2610	2534	1344	1473
S68666646	10	stable	1	4	2293	1622	1119	1691
S68666646	11	unstable	5	4	1522	1286	1969	1372
S68666646	12	stable	2	4	2692	2521	1077	3225
S68666646	13	unstable	4	4	1581	1372	1386	1840
S68666646	14	unstable	5	3	1988	1424	1295	1207
S68666646	15	unstable	6	4	2055	1117	1554	1324
S68666646	16	stable	2	4	2227	1424	1296	1306
S68666646	17	stable	3	4	1585	1296	1078	1375
S68666646	18	stable	1	3	1405	1235	1590	1655
S68666646	19	stable	2	4	2875	1405	1474	1700
S68666646	20	unstable	6	4	2116	1622	1317	1363
S68666646	21	unstable	5	4	2873	1721	2356	1248
S68666646	22	stable	1	3	2823	1642	1118	1355
S68666646	23	unstable	4	4	2305	1177	1394	1437
S68666646	24	stable	3	3	2624	1722	1446	1481
S68666646	25	stable	3	4	3570	1524	1255	1166
S68666646	26	stable	1	4	1301	1840	1255	2829
S68666646	27	unstable	6	4	1923	1204	2067	1385
S68666646	28	unstable	4	4	1676	1444	1829	1386
S68666646	29	unstable	5	4	2390	1711	1594	1178
S68666646	30	stable	2	4	2538	1453	1554	1196
S68666646	31	unstable	5	4	2360	1788	1338	1412
S68666646	32	unstable	4	4	2275	1319	1573	1374
S68666646	33	unstable	6	4	1846	1247	1404	1375
S68666646	34	stable	1	4	2229	1194	1367	1432
S68666646	35	stable	3	3	1611	1613	1286	1364
S68666646	36	stable	2	4	1855	1563	1316	151
S73951904	1	unstable	5	3	872	627	523	770
S73951904	2	unstable	4	3	832	616	655	500
S73951904	3	stable	1	2	721	716	656	1188
S73951904	4	unstable	6	4	1479	595	747	662
S73951904	5	stable	2	4	1012	626	655	417
S73951904	6	stable	3	3	963	519	646	646
S73951904	7	unstable	4	4	591	540	671	539
S73951904	8	unstable	6	3	821	631	733	572
S73951904	9	stable	2	4	1245	639	633	440
S73951904	10	stable	1	3	1318	469	664	679
S73951904	11	stable	3	4	1307	735	946	617
S73951904	12	unstable	5	4	758	685	702	586
S73951904	13	unstable	5	4	961	534	472	653
S73951904	14	stable	2	4	2057	411	700	393
S73951904	15	stable	3	2	683	1118	646	872
S73951904	16	stable	1	3	715	439	533	502
S73951904	17	unstable	6	4	1371	471	948	770
S73951904	18	unstable	4	4	653	664	532	794
S73951904	19	unstable	5	4	715	780	669	563
S73951904	20	unstable	6	3	838	415	718	778
S73951904	21	stable	2	2	591	678	980	778
S73951904	22	stable	1	4	833	610	716	664
S73951904	23	stable	3	4	758	553	695	790
S73951904	24	unstable	4	4	916	468	549	801
S73951904	25	unstable	5	3	805	649	739	386
S73951904	26	unstable	6	4	899	701	624	1250
S73951904	27	stable	1	4	779	588	561	1651
S73951904	28	stable	2	4	733	609	478	579
S73951904	29	unstable	4	4	693	540	524	641
S73951904	30	stable	3	4	754	453	754	672
S73951904	31	unstable	6	4	648	632	440	717
S73951904	32	stable	2	4	678	518	683	757
S73951904	33	stable	3	4	523	418	638	545
S73951904	34	unstable	5	4	613	438	663	579
S73951904	35	stable	1	3	439	654	324	794
S73951904	36	unstable	4	4	789	454	686	50
S78348232	1	unstable	4	4	887	1127	1025	656
S78348232	2	stable	3	4	2543	744	808	800
S78348232	3	unstable	5	4	1942	1240	671	545
S78348232	4	stable	2	3	1829	1056	744	928
S78348232	5	stable	1	3	1305	872	976	736
S78348232	6	unstable	6	4	1262	856	848	703
S78348232	7	unstable	4	4	2424	1080	1288	648
S78348232	8	stable	1	3	1881	544	840	976
S78348232	9	unstable	6	4	1995	560	752	1832
S78348232	10	stable	3	4	2046	1712	759	960
S78348232	11	stable	2	4	2085	864	736	464
S78348232	12	unstable	5	3	1570	919	1008	1272
S78348232	13	unstable	5	4	1275	648	511	793
S78348232	14	stable	2	4	2244	808	1760	864
S78348232	15	unstable	4	3	1923	1160	760	896
S78348232	16	stable	3	2	2021	944	904	1152
S78348232	17	stable	1	3	2764	640	688	1272
S78348232	18	unstable	6	3	1924	808	928	1272
S78348232	19	unstable	6	4	2083	784	728	800
S78348232	20	stable	2	4	1210	2945	839	760
S78348232	21	stable	1	3	1076	1024	760	864
S78348232	22	stable	3	4	1932	663	873	735
S78348232	23	unstable	4	4	1829	1017	671	824
S78348232	24	unstable	5	4	872	633	695	520
S78348232	25	stable	2	4	1660	784	744	1888
S78348232	26	unstable	5	4	1529	415	760	560
S78348232	27	stable	3	4	962	752	704	975
S78348232	28	unstable	4	4	2632	464	807	2041
S78348232	29	unstable	6	4	2174	784	1112	560
S78348232	30	stable	1	2	1058	936	1049	1055
S78348232	31	stable	3	4	1511	777	775	848
S78348232	32	stable	1	4	1158	400	1392	784
S78348232	33	unstable	4	4	860	984	688	735
S78348232	34	unstable	6	4	1210	560	1664	841
S78348232	35	stable	2	4	1142	856	479	1185
S78348232	36	unstable	5	4	1218	729	959	84
S78404934	1	unstable	5	2	16739	1312	1627	782
S78404934	2	stable	3	1	602	1049	972	405
S78404934	3	stable	1	1	1189	660	920	1792
